schoolnr,pupilnr,iq_verb,iq_perf,sex,minority,repeatgr,aritpret,classnr,aritpost,langpret,langpost,ses,denomina,schoolses,satiprin,natitest,meetings,currmeet,mixedgra,percmino,aritdiff,homework,classsiz,groupsiz
148.0,1220.0,13.0,9.0,0.0,0.0,0.0,12.0,14880.0,26.0,38.0,42.0,38.0,2.0,28.0,3.714,0.0,1.8,1.666,0.0,0.0,11.0,2.666,32.0,32.0
148.0,1221.0,16.5,15.0,1.0,0.0,0.0,17.0,14880.0,29.0,43.0,56.0,48.0,2.0,28.0,3.714,0.0,1.8,1.666,0.0,0.0,11.0,2.666,32.0,32.0
148.0,1222.0,12.0,13.66,0.0,0.0,1.0,15.0,14880.0,15.0,36.0,33.0,28.0,2.0,28.0,3.714,0.0,1.8,1.666,0.0,0.0,11.0,2.666,32.0,32.0
148.0,1223.0,13.0,13.66,0.0,0.0,1.0,15.0,14880.0,26.0,40.0,46.0,20.0,2.0,28.0,3.714,0.0,1.8,1.666,0.0,0.0,11.0,2.666,32.0,32.0
148.0,1224.0,12.5,13.0,0.0,0.0,0.0,18.0,14880.0,22.0,37.0,48.0,15.0,2.0,28.0,3.714,0.0,1.8,1.666,0.0,0.0,11.0,2.666,32.0,32.0
148.0,1225.0,12.5,12.33,1.0,0.0,0.0,12.0,14880.0,21.0,39.0,32.0,50.0,2.0,28.0,3.714,0.0,1.8,1.666,0.0,0.0,11.0,2.666,32.0,32.0
148.0,1226.0,15.0,12.66,1.0,0.0,0.0,14.0,14880.0,26.0,35.0,43.0,33.0,2.0,28.0,3.714,0.0,1.8,1.666,0.0,0.0,11.0,2.666,32.0,32.0
148.0,1227.0,11.5,14.33,1.0,0.0,0.0,15.0,14880.0,23.0,45.0,45.0,30.0,2.0,28.0,3.714,0.0,1.8,1.666,0.0,0.0,11.0,2.666,32.0,32.0
148.0,1228.0,14.5,12.0,1.0,0.0,0.0,9.0,14880.0,27.0,35.0,45.0,50.0,2.0,28.0,3.714,0.0,1.8,1.666,0.0,0.0,11.0,2.666,32.0,32.0
148.0,1229.0,13.5,14.33,0.0,0.0,0.0,17.0,14880.0,24.0,44.0,53.0,33.0,2.0,28.0,3.714,0.0,1.8,1.666,0.0,0.0,11.0,2.666,32.0,32.0
148.0,1230.0,14.5,12.33,1.0,0.0,0.0,16.0,14880.0,26.0,41.0,50.0,35.0,2.0,28.0,3.714,0.0,1.8,1.666,0.0,0.0,11.0,2.666,32.0,32.0
148.0,1231.0,12.0,14.0,1.0,0.0,0.0,11.0,14880.0,25.0,42.0,48.0,33.0,2.0,28.0,3.714,0.0,1.8,1.666,0.0,0.0,11.0,2.666,32.0,32.0
148.0,1232.0,13.0,12.33,1.0,0.0,0.0,10.0,14880.0,20.0,31.0,37.0,23.0,2.0,28.0,3.714,0.0,1.8,1.666,0.0,0.0,11.0,2.666,32.0,32.0
149.0,1233.0,15.0,10.0,1.0,0.0,0.0,16.0,14980.0,28.0,42.0,51.0,45.0,2.0,21.0,3.571,1.0,2.7,3.0,0.0,0.0,14.0,3.0,23.0,23.0
149.0,1234.0,11.0,13.33,0.0,0.0,0.0,12.0,14980.0,24.0,29.0,40.0,35.0,2.0,21.0,3.571,1.0,2.7,3.0,0.0,0.0,14.0,3.0,23.0,23.0
149.0,1235.0,12.0,11.33,0.0,0.0,0.0,7.0,14980.0,19.0,39.0,44.0,33.0,2.0,21.0,3.571,1.0,2.7,3.0,0.0,0.0,14.0,3.0,23.0,23.0
149.0,1236.0,11.5,11.0,0.0,0.0,0.0,11.0,14980.0,19.0,23.0,38.0,43.0,2.0,21.0,3.571,1.0,2.7,3.0,0.0,0.0,14.0,3.0,23.0,23.0
149.0,1237.0,9.0,7.333,1.0,0.0,0.0,9.0,14980.0,18.0,33.0,35.0,33.0,2.0,21.0,3.571,1.0,2.7,3.0,0.0,0.0,14.0,3.0,23.0,23.0
149.0,1238.0,9.5,12.33,0.0,0.0,1.0,5.0,14980.0,9.0,26.0,23.0,37.0,2.0,21.0,3.571,1.0,2.7,3.0,0.0,0.0,14.0,3.0,23.0,23.0
149.0,1239.0,11.5,8.333,0.0,0.0,0.0,11.0,14980.0,22.0,32.0,46.0,33.0,2.0,21.0,3.571,1.0,2.7,3.0,0.0,0.0,14.0,3.0,23.0,23.0
149.0,1240.0,10.5,8.0,0.0,0.0,0.0,7.0,14980.0,15.0,25.0,38.0,43.0,2.0,21.0,3.571,1.0,2.7,3.0,0.0,0.0,14.0,3.0,23.0,23.0
149.0,1241.0,9.5,9.0,1.0,0.0,0.0,9.0,14980.0,17.0,35.0,52.0,47.0,2.0,21.0,3.571,1.0,2.7,3.0,0.0,0.0,14.0,3.0,23.0,23.0
149.0,1242.0,12.0,11.0,0.0,0.0,1.0,10.0,14980.0,22.0,37.0,45.0,40.0,2.0,21.0,3.571,1.0,2.7,3.0,0.0,0.0,14.0,3.0,23.0,23.0
149.0,1243.0,9.0,11.66,1.0,0.0,0.0,13.0,14980.0,15.0,31.0,34.0,20.0,2.0,21.0,3.571,1.0,2.7,3.0,0.0,0.0,14.0,3.0,23.0,23.0
149.0,1244.0,13.5,14.33,1.0,0.0,0.0,14.0,14980.0,26.0,42.0,46.0,45.0,2.0,21.0,3.571,1.0,2.7,3.0,0.0,0.0,14.0,3.0,23.0,23.0
149.0,1245.0,12.0,9.333,0.0,0.0,1.0,8.0,14980.0,25.0,30.0,41.0,23.0,2.0,21.0,3.571,1.0,2.7,3.0,0.0,0.0,14.0,3.0,23.0,23.0
149.0,1246.0,12.5,12.33,1.0,0.0,0.0,12.0,14980.0,23.0,29.0,40.0,33.0,2.0,21.0,3.571,1.0,2.7,3.0,0.0,0.0,14.0,3.0,23.0,23.0
149.0,1247.0,15.0,11.66,1.0,0.0,0.0,16.0,14980.0,30.0,41.0,51.0,43.0,2.0,21.0,3.571,1.0,2.7,3.0,0.0,0.0,14.0,3.0,23.0,23.0
149.0,1248.0,11.5,10.33,0.0,0.0,0.0,11.0,14980.0,19.0,37.0,31.0,20.0,2.0,21.0,3.571,1.0,2.7,3.0,0.0,0.0,14.0,3.0,23.0,23.0
149.0,1249.0,12.0,14.0,0.0,0.0,0.0,16.0,14980.0,29.0,38.0,47.0,30.0,2.0,21.0,3.571,1.0,2.7,3.0,0.0,0.0,14.0,3.0,23.0,23.0
149.0,1250.0,14.0,12.66,0.0,0.0,0.0,14.0,14980.0,23.0,39.0,44.0,47.0,2.0,21.0,3.571,1.0,2.7,3.0,0.0,0.0,14.0,3.0,23.0,23.0
149.0,1251.0,13.5,13.66,0.0,0.0,0.0,17.0,14980.0,25.0,35.0,47.0,40.0,2.0,21.0,3.571,1.0,2.7,3.0,0.0,0.0,14.0,3.0,23.0,23.0
149.0,1252.0,13.5,15.33,1.0,0.0,0.0,8.0,14980.0,27.0,35.0,48.0,20.0,2.0,21.0,3.571,1.0,2.7,3.0,0.0,0.0,14.0,3.0,23.0,23.0
149.0,1253.0,13.0,11.66,0.0,0.0,0.0,6.0,14980.0,25.0,37.0,48.0,45.0,2.0,21.0,3.571,1.0,2.7,3.0,0.0,0.0,14.0,3.0,23.0,23.0
150.0,1254.0,11.5,12.66,0.0,0.0,0.0,14.0,15080.0,23.0,25.0,30.0,20.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1255.0,12.0,9.0,1.0,0.0,0.0,9.0,15080.0,20.0,31.0,40.0,50.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1256.0,12.0,11.66,0.0,0.0,0.0,15.0,15080.0,26.0,37.0,50.0,20.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1257.0,12.5,13.66,1.0,0.0,0.0,17.0,15080.0,27.0,40.0,54.0,40.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1258.0,9.0,8.333,1.0,0.0,0.0,14.0,15080.0,19.0,26.0,37.0,30.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1259.0,13.5,12.33,0.0,0.0,0.0,13.0,15080.0,29.0,37.0,40.0,40.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1260.0,11.0,11.33,1.0,0.0,0.0,8.0,15080.0,14.0,26.0,34.0,40.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1261.0,11.5,13.33,0.0,0.0,0.0,17.0,15080.0,27.0,28.0,47.0,40.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1262.0,9.5,12.0,0.0,0.0,1.0,11.0,15080.0,19.0,26.0,33.0,40.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1263.0,12.0,7.0,1.0,0.0,1.0,13.0,15080.0,23.0,35.0,43.0,10.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1264.0,12.5,15.0,1.0,0.0,0.0,19.0,15080.0,27.0,39.0,53.0,40.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1265.0,10.0,12.66,0.0,0.0,0.0,12.0,15080.0,20.0,29.0,36.0,20.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1266.0,12.5,11.0,1.0,0.0,0.0,16.0,15080.0,27.0,37.0,49.0,30.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1267.0,13.0,12.33,1.0,0.0,0.0,16.0,15080.0,27.0,33.0,54.0,50.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1268.0,12.0,8.333,1.0,0.0,0.0,10.0,15080.0,21.0,34.0,45.0,40.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1269.0,13.5,12.33,1.0,0.0,0.0,12.0,15080.0,20.0,36.0,41.0,50.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1270.0,10.5,9.666,1.0,0.0,1.0,4.0,15080.0,8.0,30.0,35.0,20.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1271.0,10.5,10.33,0.0,0.0,0.0,13.0,15080.0,24.0,32.0,34.0,40.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1272.0,10.5,10.0,0.0,0.0,0.0,6.0,15080.0,21.0,23.0,30.0,40.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1273.0,12.5,11.33,1.0,0.0,0.0,11.0,15080.0,23.0,36.0,41.0,50.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1274.0,9.5,8.333,1.0,0.0,0.0,13.0,15080.0,5.0,29.0,37.0,30.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1275.0,12.5,10.33,1.0,0.0,0.0,12.0,15080.0,26.0,28.0,46.0,30.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1276.0,11.5,9.333,0.0,0.0,0.0,15.0,15080.0,24.0,30.0,43.0,30.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1277.0,12.0,12.0,0.0,0.0,0.0,12.0,15080.0,13.0,20.0,30.0,20.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
150.0,1278.0,11.5,11.33,0.0,0.0,1.0,9.0,15080.0,15.0,24.0,39.0,10.0,1.0,24.0,3.285,1.0,2.4,2.5,0.0,10.0,26.0,3.0,30.0,30.0
151.0,1279.0,11.0,12.0,1.0,0.0,1.0,12.0,15180.0,23.0,28.0,40.0,20.0,2.0,22.0,3.142,1.0,1.8,1.833,0.0,0.0,12.0,2.333,24.0,24.0
151.0,1280.0,10.0,11.33,0.0,0.0,0.0,10.0,15180.0,19.0,28.0,25.0,20.0,2.0,22.0,3.142,1.0,1.8,1.833,0.0,0.0,12.0,2.333,24.0,24.0
151.0,1281.0,11.0,10.66,1.0,0.0,0.0,8.0,15180.0,21.0,33.0,38.0,30.0,2.0,22.0,3.142,1.0,1.8,1.833,0.0,0.0,12.0,2.333,24.0,24.0
151.0,1282.0,10.0,12.0,0.0,0.0,0.0,7.0,15180.0,15.0,29.0,34.0,20.0,2.0,22.0,3.142,1.0,1.8,1.833,0.0,0.0,12.0,2.333,24.0,24.0
151.0,1283.0,12.5,13.0,0.0,0.0,0.0,13.0,15180.0,27.0,22.0,37.0,20.0,2.0,22.0,3.142,1.0,1.8,1.833,0.0,0.0,12.0,2.333,24.0,24.0
151.0,1284.0,7.0,9.333,1.0,0.0,0.0,12.0,15180.0,14.0,16.0,33.0,20.0,2.0,22.0,3.142,1.0,1.8,1.833,0.0,0.0,12.0,2.333,24.0,24.0
151.0,1285.0,10.0,14.0,0.0,0.0,0.0,7.0,15180.0,26.0,29.0,39.0,20.0,2.0,22.0,3.142,1.0,1.8,1.833,0.0,0.0,12.0,2.333,24.0,24.0
151.0,1286.0,11.5,14.33,1.0,0.0,0.0,12.0,15180.0,19.0,36.0,34.0,20.0,2.0,22.0,3.142,1.0,1.8,1.833,0.0,0.0,12.0,2.333,24.0,24.0
151.0,1287.0,12.0,13.0,0.0,0.0,0.0,11.0,15180.0,27.0,41.0,49.0,47.0,2.0,22.0,3.142,1.0,1.8,1.833,0.0,0.0,12.0,2.333,24.0,24.0
151.0,1288.0,13.0,13.33,1.0,0.0,0.0,15.0,15180.0,20.0,37.0,46.0,23.0,2.0,22.0,3.142,1.0,1.8,1.833,0.0,0.0,12.0,2.333,24.0,24.0
151.0,1289.0,9.5,7.333,0.0,0.0,0.0,8.0,15180.0,17.0,28.0,37.0,47.0,2.0,22.0,3.142,1.0,1.8,1.833,0.0,0.0,12.0,2.333,24.0,24.0
151.0,1290.0,8.5,10.66,0.0,0.0,0.0,14.0,15180.0,18.0,32.0,37.0,33.0,2.0,22.0,3.142,1.0,1.8,1.833,0.0,0.0,12.0,2.333,24.0,24.0
151.0,1291.0,12.5,9.666,1.0,0.0,0.0,9.0,15180.0,16.0,33.0,43.0,20.0,2.0,22.0,3.142,1.0,1.8,1.833,0.0,0.0,12.0,2.333,24.0,24.0
151.0,1292.0,12.0,9.333,1.0,0.0,0.0,8.0,15180.0,25.0,23.0,47.0,20.0,2.0,22.0,3.142,1.0,1.8,1.833,0.0,0.0,12.0,2.333,24.0,24.0
151.0,1293.0,10.5,12.33,0.0,0.0,0.0,10.0,15180.0,23.0,27.0,38.0,47.0,2.0,22.0,3.142,1.0,1.8,1.833,0.0,0.0,12.0,2.333,24.0,24.0
151.0,1294.0,10.0,7.666,0.0,0.0,1.0,7.0,15180.0,7.0,14.0,28.0,17.0,2.0,22.0,3.142,1.0,1.8,1.833,0.0,0.0,12.0,2.333,24.0,24.0
151.0,1295.0,11.5,7.666,1.0,0.0,0.0,8.0,15180.0,6.0,34.0,42.0,23.0,2.0,22.0,3.142,1.0,1.8,1.833,0.0,0.0,12.0,2.333,24.0,24.0
151.0,1296.0,10.5,12.0,1.0,0.0,0.0,11.0,15180.0,11.0,33.0,43.0,23.0,2.0,22.0,3.142,1.0,1.8,1.833,0.0,0.0,12.0,2.333,24.0,24.0
151.0,1297.0,7.5,5.666,1.0,0.0,0.0,8.0,15180.0,14.0,31.0,34.0,20.0,2.0,22.0,3.142,1.0,1.8,1.833,0.0,0.0,12.0,2.333,24.0,24.0
151.0,1298.0,10.0,8.0,1.0,0.0,0.0,10.0,15180.0,9.0,29.0,31.0,20.0,2.0,22.0,3.142,1.0,1.8,1.833,0.0,0.0,12.0,2.333,24.0,24.0
151.0,1299.0,16.0,14.33,0.0,0.0,0.0,20.0,15180.0,29.0,43.0,51.0,40.0,2.0,22.0,3.142,1.0,1.8,1.833,0.0,0.0,12.0,2.333,24.0,24.0
151.0,1300.0,12.0,11.66,0.0,0.0,0.0,12.0,15180.0,23.0,31.0,38.0,23.0,2.0,22.0,3.142,1.0,1.8,1.833,0.0,0.0,12.0,2.333,24.0,24.0
151.0,1301.0,7.5,7.666,1.0,0.0,1.0,8.0,15180.0,13.0,28.0,34.0,20.0,2.0,22.0,3.142,1.0,1.8,1.833,0.0,0.0,12.0,2.333,24.0,24.0
152.0,1302.0,13.5,9.333,1.0,0.0,0.0,14.0,15280.0,25.0,33.0,49.0,30.0,2.0,28.0,3.0,1.0,1.5,1.666,0.0,0.0,13.0,3.666,17.0,17.0
152.0,1303.0,15.0,12.66,1.0,0.0,0.0,16.0,15280.0,28.0,38.0,52.0,50.0,2.0,28.0,3.0,1.0,1.5,1.666,0.0,0.0,13.0,3.666,17.0,17.0
152.0,1304.0,11.0,10.66,0.0,0.0,0.0,15.0,15280.0,26.0,33.0,46.0,40.0,2.0,28.0,3.0,1.0,1.5,1.666,0.0,0.0,13.0,3.666,17.0,17.0
152.0,1305.0,12.0,12.66,1.0,0.0,0.0,10.0,15280.0,23.0,30.0,40.0,30.0,2.0,28.0,3.0,1.0,1.5,1.666,0.0,0.0,13.0,3.666,17.0,17.0
152.0,1306.0,14.5,13.66,1.0,0.0,0.0,12.0,15280.0,27.0,41.0,49.0,37.0,2.0,28.0,3.0,1.0,1.5,1.666,0.0,0.0,13.0,3.666,17.0,17.0
152.0,1307.0,11.5,10.33,0.0,0.0,0.0,14.0,15280.0,24.0,35.0,40.0,47.0,2.0,28.0,3.0,1.0,1.5,1.666,0.0,0.0,13.0,3.666,17.0,17.0
152.0,1308.0,12.0,9.333,0.0,0.0,1.0,9.0,15280.0,27.0,36.0,49.0,43.0,2.0,28.0,3.0,1.0,1.5,1.666,0.0,0.0,13.0,3.666,17.0,17.0
152.0,1309.0,11.5,12.33,1.0,0.0,0.0,15.0,15280.0,27.0,38.0,54.0,40.0,2.0,28.0,3.0,1.0,1.5,1.666,0.0,0.0,13.0,3.666,17.0,17.0
152.0,1310.0,13.0,15.33,1.0,0.0,0.0,15.0,15280.0,28.0,41.0,51.0,30.0,2.0,28.0,3.0,1.0,1.5,1.666,0.0,0.0,13.0,3.666,17.0,17.0
152.0,1311.0,13.5,14.0,1.0,0.0,0.0,19.0,15280.0,29.0,40.0,56.0,43.0,2.0,28.0,3.0,1.0,1.5,1.666,0.0,0.0,13.0,3.666,17.0,17.0
152.0,1312.0,12.5,12.33,1.0,0.0,0.0,15.0,15280.0,29.0,38.0,54.0,47.0,2.0,28.0,3.0,1.0,1.5,1.666,0.0,0.0,13.0,3.666,17.0,17.0
152.0,1313.0,12.5,12.33,1.0,0.0,0.0,11.0,15280.0,28.0,33.0,52.0,47.0,2.0,28.0,3.0,1.0,1.5,1.666,0.0,0.0,13.0,3.666,17.0,17.0
152.0,1314.0,12.0,8.0,0.0,0.0,0.0,11.0,15280.0,15.0,23.0,39.0,30.0,2.0,28.0,3.0,1.0,1.5,1.666,0.0,0.0,13.0,3.666,17.0,17.0
152.0,1315.0,10.0,12.33,1.0,0.0,0.0,15.0,15280.0,27.0,29.0,47.0,43.0,2.0,28.0,3.0,1.0,1.5,1.666,0.0,0.0,13.0,3.666,17.0,17.0
152.0,1316.0,11.5,12.33,0.0,0.0,0.0,8.0,15280.0,18.0,38.0,38.0,47.0,2.0,28.0,3.0,1.0,1.5,1.666,0.0,0.0,13.0,3.666,17.0,17.0
152.0,1317.0,12.0,12.33,1.0,0.0,0.0,13.0,15280.0,27.0,42.0,52.0,37.0,2.0,28.0,3.0,1.0,1.5,1.666,0.0,0.0,13.0,3.666,17.0,17.0
152.0,1318.0,12.5,12.33,0.0,0.0,0.0,13.0,15280.0,29.0,32.0,48.0,43.0,2.0,28.0,3.0,1.0,1.5,1.666,0.0,0.0,13.0,3.666,17.0,17.0
155.0,1319.0,10.0,10.66,0.0,0.0,0.0,9.0,15580.0,11.0,28.0,34.0,30.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1320.0,11.0,12.0,0.0,0.0,1.0,8.0,15580.0,17.0,38.0,39.0,33.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1321.0,9.0,13.0,0.0,0.0,0.0,5.0,15580.0,16.0,26.0,40.0,40.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1322.0,13.0,9.666,1.0,0.0,0.0,14.0,15580.0,22.0,39.0,51.0,40.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1323.0,13.0,9.0,1.0,0.0,0.0,12.0,15580.0,21.0,42.0,54.0,40.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1324.0,13.5,14.66,0.0,0.0,0.0,10.0,15580.0,27.0,37.0,51.0,30.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1325.0,13.0,9.666,0.0,0.0,0.0,15.0,15580.0,24.0,38.0,51.0,25.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1326.0,13.5,15.0,0.0,0.0,0.0,15.0,15580.0,27.0,44.0,54.0,30.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1327.0,10.0,12.66,1.0,0.0,0.0,8.0,15580.0,24.0,37.0,49.0,27.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1328.0,12.0,13.66,1.0,0.0,0.0,12.0,15580.0,21.0,33.0,42.0,35.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1329.0,15.0,14.66,1.0,0.0,0.0,13.0,15580.0,25.0,44.0,55.0,40.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1330.0,10.5,12.0,1.0,0.0,1.0,9.0,15580.0,17.0,30.0,42.0,23.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1331.0,12.0,10.33,1.0,0.0,0.0,15.0,15580.0,27.0,34.0,54.0,33.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1332.0,8.0,7.333,0.0,0.0,0.0,7.0,15580.0,22.0,12.0,29.0,17.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1333.0,12.5,11.66,1.0,0.0,0.0,11.0,15580.0,23.0,35.0,35.0,50.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1334.0,14.0,10.33,1.0,0.0,0.0,12.0,15580.0,25.0,34.0,50.0,50.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1335.0,12.0,13.33,0.0,0.0,0.0,11.0,15580.0,26.0,31.0,37.0,30.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1336.0,11.5,13.0,0.0,0.0,0.0,6.0,15580.0,22.0,26.0,40.0,33.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1337.0,11.0,11.66,1.0,0.0,0.0,14.0,15580.0,19.0,40.0,52.0,30.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1338.0,14.0,12.33,1.0,0.0,0.0,18.0,15580.0,28.0,39.0,52.0,37.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1339.0,12.0,13.33,1.0,0.0,0.0,10.0,15580.0,19.0,32.0,41.0,33.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1340.0,15.0,15.0,0.0,0.0,0.0,16.0,15580.0,30.0,44.0,51.0,23.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1341.0,11.5,12.33,0.0,0.0,0.0,12.0,15580.0,20.0,32.0,45.0,43.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1342.0,12.0,11.33,0.0,0.0,0.0,5.0,15580.0,7.0,31.0,40.0,37.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1343.0,11.0,12.0,1.0,0.0,1.0,11.0,15580.0,11.0,29.0,34.0,30.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1344.0,12.5,11.33,1.0,0.0,0.0,11.0,15580.0,18.0,29.0,38.0,40.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1345.0,10.5,9.0,1.0,0.0,0.0,12.0,15580.0,23.0,38.0,47.0,20.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1346.0,11.0,9.666,0.0,0.0,0.0,16.0,15580.0,25.0,26.0,34.0,20.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1347.0,9.0,9.333,1.0,0.0,1.0,8.0,15580.0,21.0,23.0,23.0,23.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1348.0,8.5,12.0,0.0,0.0,0.0,15.0,15580.0,24.0,39.0,34.0,40.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1349.0,12.5,14.0,0.0,0.0,0.0,13.0,15580.0,21.0,40.0,51.0,40.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1350.0,10.5,14.0,0.0,0.0,0.0,14.0,15580.0,27.0,30.0,47.0,37.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
155.0,1351.0,13.0,13.33,1.0,0.0,0.0,15.0,15580.0,27.0,34.0,50.0,30.0,2.0,21.0,3.714,1.0,2.5,2.166,0.0,0.0,16.0,2.666,34.0,34.0
156.0,1352.0,14.0,10.33,1.0,0.0,0.0,15.0,15680.0,19.0,44.0,47.0,23.0,1.0,15.0,3.571,1.0,2.1,2.166,1.0,10.0,20.0,2.333,39.0,16.0
156.0,1353.0,11.0,12.33,0.0,0.0,0.0,12.0,15680.0,24.0,33.0,38.0,48.0,1.0,15.0,3.571,1.0,2.1,2.166,1.0,10.0,20.0,2.333,39.0,16.0
156.0,1354.0,11.5,15.0,0.0,0.0,0.0,12.0,15680.0,23.0,34.0,49.0,30.0,1.0,15.0,3.571,1.0,2.1,2.166,1.0,10.0,20.0,2.333,39.0,16.0
156.0,1355.0,10.0,12.66,0.0,0.0,0.0,15.0,15680.0,16.0,27.0,29.0,28.0,1.0,15.0,3.571,1.0,2.1,2.166,1.0,10.0,20.0,2.333,39.0,16.0
